NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_418653.1 fructose-1,6-bisphosphatase 1	0%	0:No	No		PRK09293:0.0:[]:[]
NP_418654.1 UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate ligase	0%	0:No	No		mpl:0.0:[]:[]
NP_418655.1 DUF615 domain-containing protein YjgA	0%	0:No	No		YjgA:1.60948e-82:[]:[]
NP_418658.1 anaerobic ribonucleoside-triphosphate reductase activating protein	0%	0:No	No		nrdG:8.56475e-129:[]:[]
NP_418659.1 anaerobic ribonucleoside-triphosphate reductase	0%	0:No	No	PS51161:20.429:[]:[]; PS51149:24.464:[]:['enzyme']	PRK09263:0.0:[]:[]
NP_418660.1 trehalose-6-phosphate hydrolase	0%	0:No	No		PRK10933:0.0:[]:[]
NP_418662.1 DNA-binding transcriptional repressor TreR	0%	0:No	No	PS50932:30.913:['transport']:[]	treR:0.0:[]:[]
NP_418665.1 aspartate carbamoyltransferase, PyrI subunit	0%	0:No	No		ATCase_reg:7.74016e-87:[]:[]
NP_418666.1 aspartate carbamoyltransferase catalytic subunit	0%	0:No	No		asp_carb_tr:4.62338e-171:[]:['enzyme']
NP_418667.1 pyrBI operon leader peptide	0%	0:No	No		PRK10224:1.58668e-21:[]:[]
NP_418669.1 RutC family protein YjgH	0%	0:No	No		YjgH_like:3.96963e-60:[]:[]
NP_418672.4 putative transcriptional regulator BdcR	0%	0:No	No	PS50977:17.106:['transport', 'pump', 'export']:[]	TetR_N:1.88628e-10:[]:[]; AcrR:2.1379e-10:[]:[]
NP_418673.4 DUF386 domain-containing toxin-antitoxin biofilm protein TabA	0%	0:No	No		TIGR00022:3.01755e-73:[]:[]
NP_418674.2 protein YjgL	0%	0:No	No		
NP_418675.1 ornithine carbamoyltransferase ArgI	0%	0:No	No		PRK03515:0.0:[]:[]
NP_418676.1 ribonuclease E inhibitor protein B	0%	0:No	No		PRK11191:6.58713e-66:[]:[]
NP_418679.1 valine--tRNA ligase	0%	0:No	No		valS:0.0:[]:[]
NP_418680.1 DNA polymerase III subunit chi	0%	0:No	No		PRK05728:7.66164e-68:[]:[]
NP_418685.1 DNA-binding transcriptional dual regulator IdnR	0%	0:No	No	PS50932:23.235:['transport']:[]	PBP1_GntR:1.16946e-112:[]:[]; HTH_LACI:1.74741e-26:[]:[]
NP_418687.1 5-keto-D-gluconate 5-reductase	0%	0:No	No		PRK08085:0.0:[]:[]
NP_418688.1 L-idonate 5-dehydrogenase	0%	0:No	No		PRK09880:0.0:[]:[]
NP_418689.1 D-gluconate kinase, thermosensitive	0%	0:No	No		idnK:1.42031e-137:[]:[]
NP_418690.4 aldehyde reductase, NADPH-dependent	0%	0:No	No		CAD1:1.58797e-153:[]:[]
NP_418692.2 KpLE2 phage-like element; IS2 insertion element repressor InsA	0%	0:No	No		PRK09413:2.71681e-72:[]:[]
NP_418693.1 KpLE2 phage-like element; IS2 insertion element protein InsB	0%	0:No	No	PS50994:14.939:[]:['enzyme']	PRK09409:0.0:[]:[]
NP_418697.1 KpLE2 phage-like element; uncharacterized protein YjgZ	0%	0:No	No		DDE_Tnp_IS66_C:4.7393e-09:[]:[]
NP_418698.1 KpLE2 phage-like element; IS4 putative transposase	0%	0:No	No		transpos_IS4_1:2.30958e-106:[]:[]
NP_418700.2 KpLE2 phage-like element; putative oxidoreductase YjhC	0%	0:No	No		MviM:4.15254e-71:[]:[]
NP_418704.1 KpLE2 phage-like element; IS30 transposase	0%	0:No	No	PS50994:21.823:[]:['enzyme']	Tra8:4.39118e-144:[]:[]
NP_418707.1 ferric citrate ABC transporter ATP binding subunit	0%	0:No	No	PS50893:23.583:['transport', 'channel', 'import', 'export']:[]	fecE:0.0:[]:[]
NP_418712.1 regulator for fec operon, periplasmic	0%	0:No	No		PRK09774:0.0:[]:[]
NP_418713.1 RNA polymerase sigma factor FecI	0%	0:No	No		PRK09651:8.67261e-119:[]:[]
NP_418714.1 KpLE2 phage-like element; IS1 repressor protein InsA	0%	0:No	No		transpos_IS1 superfamily:8.00617e-35:[]:[]
NP_418719.1 KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI	0%	0:No	No	PS51077:11.372:[]:[]; PS51078:50.711:[]:[]	IclR:2.19077e-72:[]:[]
NP_418721.1 KpLE2 phage-like element; putative epimerase SgcE	0%	0:No	No		PRK08005:7.03527e-148:[]:[]
NP_418723.1 KpLE2 phage-like element; putative nucleoside triphosphatase	0%	0:No	No		thylakoid_BtpA:4.68728e-147:[]:[]
NP_418725.4 KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain	0%	0:No	No		M42_Frv:9.02417e-152:[]:[]
NP_418726.1 KpLE2 phage-like element; putative methyltransferase YjhP	0%	0:No	No		AdoMet_MTases:3.30804e-12:[]:[]
NP_418727.1 KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ	0%	0:No	No	PS51186:18.725:[]:['transfer']	yhbS:5.92872e-63:[]:[]
NP_418729.1 N-acetyl-9-O-acetylneuraminate esterase	0%	0:No	No		SASA superfamily:1.80952e-18:[]:['enzyme']
NP_418732.1 regulator for fimA	0%	0:No	No	PS51898:44.577:[]:[]	PRK09870:6.80641e-150:[]:[]
NP_418733.1 regulator for fimA	0%	0:No	No	PS51898:44.722:[]:[]	PRK09871:1.3789e-135:[]:[]
NP_418735.2 putative fimbrial protein FimI	0%	0:No	No		FimA:2.10226e-43:[]:[]
NP_418742.1 D-mannonate dehydratase	0%	0:No	No		uxuA:0.0:[]:['enzyme']
NP_418743.1 D-mannonate oxidoreductase	0%	0:No	No		PRK15037:0.0:[]:[]
NP_418744.1 DNA-binding transcriptional repressor UxuR	0%	0:No	No	PS50949:23.263:['transport', 'import']:['transfer']	PRK10225:0.0:[]:[]
NP_418745.3 uncharacterized protein YjiC	0%	0:No	No		DUF2686:0.0:[]:[]
NP_418746.4 anti-adaptor protein IraD, inhibitor of sigma(S) proteolysis	0%	0:No	No		iraD:1.91881e-45:[]:[]
NP_418751.4 RNA 2'-phosphotransferase	0%	0:No	No		KptA:6.42365e-95:[]:[]
NP_418753.3 uncharacterized protein YjiK	0%	1:Yes	No	PS51257:5.0:['transport']:[]	YjiK:1.74543e-154:[]:[]
NP_418754.2 putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase	0%	0:No	No		CoA_E_activ:3.57917e-135:[]:['enzyme']
NP_418761.1 DUF1127 domain-containing protein YjiS	0%	0:No	No		YjiS:3.35783e-14:[]:[]
NP_418765.1 5-methylcytosine-specific restriction enzyme subunit McrC	0%	0:No	No		PRK09736:3.48451e-162:[]:['enzyme']
NP_418766.4 5-methylcytosine-specific restriction enzyme subunit McrB	0%	0:No	No		PRK11331:0.0:[]:['enzyme']
NP_418767.4 toxic protein SymE	0%	0:No	No	PS51740:12.288:[]:[]	PRK13605:3.14152e-81:[]:[]
NP_418768.1 type I restriction enzyme EcoKI specificity protein	0%	0:No	No		PRK09737:0.0:[]:[]
NP_418769.1 type I restriction enzyme EcoKI methyltransferase component	0%	0:No	No		N6_Mtase:8.37542e-134:[]:[]; HsdM_N superfamily:2.43399e-09:[]:[]
NP_418770.2 type I restriction enzyme EcoKI endonuclease component	0%	0:No	No	PS51192:17.601:[]:['enzyme']; PS51194:11.754:[]:['enzyme']	hsdR:0.0:[]:['enzyme']
NP_418771.1 methylated adenine and cytosine restriction protein	0%	0:No	No		Mrr:2.12844e-146:[]:[]
NP_418772.4 P-loop guanosine triphosphatase	0%	0:No	No		PRK11537:0.0:[]:[]
NP_418773.1 conserved protein YjiX	0%	0:No	No		YbdD:4.38873e-33:[]:[]
NP_418778.4 L-galactonate oxidoreductase	0%	0:No	No		Zn_ADH7:3.59016e-169:[]:[]
NP_418781.1 DNA replication protein DnaC	0%	0:No	No		PRK07952:4.50324e-178:[]:[]
NP_418785.1 DNA-binding transcriptional repressor YjjQ	0%	0:No	No	PS50043:11.485:['transport']:['transfer']	CitB:4.84765e-27:[]:[]
NP_418786.4 DNA-binding transcriptional regulator BglJ	0%	0:No	No	PS50043:26.405:['transport']:['transfer']	PRK11475:2.70876e-133:[]:[]
NP_418788.1 16S rRNA m(2)G1207 methyltransferase	0%	0:No	No		rsmC:0.0:[]:[]
NP_418789.1 DNA polymerase III subunit psi	0%	0:No	No		PRK06856:5.56932e-72:[]:[]
NP_418791.1 pyrimidine nucleotidase	0%	0:No	No		PRK09449:5.87154e-176:[]:[]
NP_418792.1 peptide chain release factor RF3	0%	0:No	No	PS51722:58.702:[]:[]	prfC:0.0:[]:[]
NP_418796.1 putative glycyl-radical enzyme activating enzyme YjjW	0%	0:No	No	PS51918:16.337:[]:[]; PS51379:8.642:[]:['transfer', 'enzyme']; PS51379:7.055:[]:['transfer', 'enzyme']	activase_YjjW:1.30432e-168:[]:['enzyme']
NP_418797.1 DUF3029 domain-containing protein YjjI	0%	0:No	No		PRK10977:0.0:[]:[]
NP_418800.1 phosphopentomutase	0%	0:No	No		PRK05362:0.0:[]:[]
NP_418801.1 purine nucleoside phosphorylase	0%	0:No	No		deoD:3.34507e-175:[]:[]
NP_418802.1 toxin YjjJ	0%	0:No	No		PRK09775:0.0:[]:[]
NP_418803.1 lipoate--protein ligase A	0%	0:No	No	PS51733:37.506:[]:['enzyme']	lplA:0.0:[]:[]
NP_418804.1 protein Smp	0%	1:Yes	No		PRK14061 superfamily:9.81573e-156:[]:[]
NP_418807.4 DNA-binding transcriptional repressor/NMN adenylyltransferase NadR	0%	0:No	No	PS50943:12.459:[]:[]	PRK08099:0.0:[]:[]
NP_418808.1 energy-dependent translational throttle protein EttA	0%	0:No	No	PS50893:17.38:['transport', 'channel', 'import', 'export']:[]; PS50893:16.8:['transport', 'channel', 'import', 'export']:[]	PRK11819:0.0:[]:[]
NP_418809.4 soluble lytic murein transglycosylase	0%	0:No	No		PRK11619:0.0:[]:[]
NP_418810.1 DNA-binding transcriptional repressor TrpR	0%	0:No	No		TrpR:3.5622e-45:[]:[]
NP_418812.1 putative phosphatase	0%	1:Yes	No		PRK03482:7.70922e-163:[]:[]
NP_418814.1 PF05981 family protein CreA	0%	0:No	No		PRK10756:2.04765e-117:[]:[]
NP_418815.1 DNA-binding transcriptional regulator CreB	0%	0:No	No	PS50110:41.246:[]:['transfer']; PS51755:37.476:[]:[]	PRK11083:5.5271e-162:[]:[]
NP_418818.1 DNA-binding transcriptional dual regulator ArcA	0%	0:No	No	PS50110:42.31:[]:['transfer']; PS51755:36.421:[]:[]	PRK11173:0.0:[]:[]
NP_418820.1 putative rRNA methyltransferase	0%	0:No	No		PRK10433:2.25621e-165:[]:[]
YP_001165308.1 DLP12 prophage; uncharacterized protein YlcH	0%	0:No	No		
YP_001165309.1 DLP12 prophage; DUF3950 domain-containing protein YlcI	0%	0:No	No		DUF3950:4.02618e-11:[]:[]
YP_001165310.1 uncharacterized protein YbfK	0%	0:No	No		
YP_001165313.1 small protein AppX	0%	1:Yes	No		PRK14749:9.3546e-06:[]:[]
YP_001165314.1 uncharacterized protein YmgI	0%	0:No	No		
YP_001165315.1 uncharacterized protein YmgJ	0%	0:No	No		
YP_001165316.1 uncharacterized protein YciY	0%	0:No	No		yciY_fam:1.69439e-18:[]:[]
YP_001165318.1 uncharacterized protein YncL	0%	1:Yes	No		YncL:1.35069e-07:[]:[]
YP_001165319.1 small protein MgtS	0%	1:Yes	No		small_MgtS:1.60264e-10:[]:[]
YP_001165320.1 uncharacterized protein YdgU	0%	1:Yes	No		PRK14758:0.00399667:[]:[]
YP_001165325.1 uncharacterized protein YpfM	0%	0:No	No		small_YpfM superfamily:0.00506039:[]:[]
YP_001165332.1 PF17089 family protein YjbT	0%	1:Yes	No		YjbT superfamily:1.60393e-61:[]:[]
YP_001165334.1 putative lipoprotein YtcA	0%	2:Yes	No	PS51257:5.0:['transport']:[]	Ytca superfamily:5.41796e-08:[]:[]
YP_001491546.1 RyhB-regulated fur leader peptide	0%	0:No	No		PRK14761:1.00228e-08:[]:[]
YP_001491548.1 KpLE2 phage-like element; uncharacterized protein YthA	0%	0:No	No		
YP_002791237.1 putative inhibitor of the PtsG glucose transporter	0%	0:No	No		
YP_002791238.1 putative membrane protein YkgR	0%	1:Yes	No		
YP_002791239.1 putative protein YmiB	0%	0:No	No		
YP_002791240.1 uncharacterized protein YnbG	0%	0:No	No		
YP_002791241.1 Qin prophage; putative lipoprotein RzoQ	0%	0:No	No	PS51257:6.0:['transport']:[]	
YP_002791242.1 putative membrane protein YoaK	0%	1:Yes	No		YoaK:2.35224e-06:[]:[]
YP_002791243.1 uncharacterized protein YoaJ	0%	0:No	No		PRK14760:0.00428733:[]:[]
YP_002791244.1 uncharacterized protein YobI	0%	0:No	No		
YP_002791245.1 uncharacterized protein AzuC	0%	0:No	No		stress_AzuC:7.47744e-11:[]:[]
YP_002791247.1 toxic peptide IbsA	0%	0:No	No		
YP_002791249.1 putative membrane protein YohP	0%	1:Yes	No		
YP_002791250.1 putative membrane protein YpdK	0%	0:No	No		YpdK:0.0034986:[]:[]
YP_002791251.1 toxic peptide ShoB	0%	0:No	No		
YP_002791252.1 cell envelope stress response protein YqcG	0%	0:No	No		
YP_002791253.1 uncharacterized protein YqeL	0%	0:No	No		
YP_002791254.1 uncharacterized protein YqfG	0%	1:Yes	No		
YP_002791258.1 uncharacterized protein YrbN	0%	0:No	No		small_YrbN:2.83825e-09:[]:[]
YP_002791259.1 uncharacterized protein IlvX	0%	0:No	No		
YP_002791261.1 uncharacterized protein YjeV	0%	0:No	No		
YP_003933616.1 leader peptide MgtL	0%	0:No	No		
YP_004831120.1 putative bitopic inner membrane protein	0%	0:No	No		PmrR:4.22264e-05:[]:[]
YP_008592385.1 protein IroK	0%	0:No	No		
YP_009029994.1 DUF1116 domain-containing protein YlbE	0%	0:No	No		DUF1116:1.2705e-130:[]:[]
YP_009029995.1 small protein MntS	0%	0:No	No		small_MntS:1.78196e-21:[]:[]
YP_009518733.1 uncharacterized protein MbiA	0%	0:No	No		
YP_009518734.1 putative uncharacterized protein YabP	0%	0:No	No		
YP_009518736.1 protein YabR	0%	0:No	No		
YP_009518737.1 protein YacM	0%	0:No	No		
YP_009518739.1 IS1 transposase B	0%	0:No	No		DDE_Tnp_IS1 superfamily:2.25728e-86:[]:[]
YP_009518740.1 IS1 repressor TnpA	0%	0:No	No		transpos_IS1 superfamily:2.38835e-37:[]:[]
YP_009518741.1 CP4-6 prophage; PF00078 domain-containing protein YkfC	0%	0:No	No	PS50878:21.257:[]:[]	RT_like superfamily:5.45774e-107:[]:[]
YP_009518742.1 orphan antitoxin YagB	0%	0:No	No		CbeA_antitoxin:8.89521e-66:[]:[]
YP_009518744.1 CP4-6 prophage; protein YagJ	0%	0:No	No		
YP_009518745.1 protein YkgV	0%	0:No	No		HTH_17:0.000393615:[]:[]
YP_009518749.1 protein YkiC	0%	0:No	No		
YP_009518750.1 protein YkiD	0%	0:No	No		
YP_009518752.1 soluble Cu(+) chaperone	0%	0:No	No	PS50846:16.688:['transport']:[]	copA superfamily:8.82864e-41:[]:[]
YP_009518753.1 putative DNA-binding transcriptional regulator YlbG	0%	0:No	No		transpos_IS481 superfamily:4.08429e-29:[]:[]
YP_009518754.1 protein YlcJ	0%	1:Yes	No		
YP_009518755.1 DLP12 prophage; putative tail fiber assembly protein TfaD	0%	0:No	No		Terminase_GpA superfamily:2.06689e-66:[]:['enzyme']
YP_009518756.1 DLP12 prophage; protein TfaX	0%	0:No	No		Caudo_TAP superfamily:1.74449e-07:[]:[]
YP_009518758.1 inactive transposase YbfQ	0%	0:No	No		DDE_Tnp_1_assoc:5.57051e-36:[]:[]
YP_009518760.1 protein YliM	0%	0:No	No		
YP_009518761.1 protein YmcF	0%	0:No	No		
YP_009518762.1 protein YmdG	0%	0:No	No		
YP_009518763.1 e14 prophage; protein YmfH	0%	2:Yes	No		
YP_009518764.1 e14 prophage; chimeric replication protein/phage terminase YmfN	0%	0:No	No		YmfN:3.91576e-162:[]:[]; HTH_36:2.7914e-10:[]:[]
YP_009518766.1 protein YmgK	0%	0:No	No		
YP_009518767.1 protein YmgL	0%	0:No	No		
YP_009518770.1 IS5 transposase and trans-activator	0%	0:No	No		transpos_IS5_4:8.96813e-128:[]:[]
YP_009518771.1 protein YmiC	0%	0:No	No		
YP_009518772.1 protein YmjE	0%	0:No	No		
YP_009518773.1 putative uncharacterized protein YmjC	0%	0:No	No		NADB_Rossmann superfamily:6.44288e-16:[]:[]
YP_009518774.1 uncharacterized protein YmjD	0%	0:No	No		
YP_009518775.1 protein YnaL	0%	0:No	No		
YP_009518777.1 Rac prophage; putative uncharacterized protein YdaY	0%	0:No	No		
YP_009518780.1 protein YncO	0%	1:Yes	No		
YP_009518781.1 leucine-rich repeat domain-containing protein YddK	0%	0:No	No	PS51450:7.296:[]:[]; PS51450:5.463:[]:[]; PS51450:4.716:[]:[]; PS51450:7.496:[]:[]; PS51450:6.934:[]:[]; PS51450:4.863:[]:[]; PS51450:6.241:[]:[]; PS51450:6.688:[]:[]	LRR superfamily:4.31809e-09:[]:[]
YP_009518783.1 protein YddY	0%	0:No	No		
YP_009518784.1 protein YneP	0%	0:No	No		
YP_009518788.1 Qin prophage; putative prophage DNA-packaging protein NohA	0%	0:No	No		Phage_Nu1:1.97412e-93:[]:['enzyme']
YP_009518789.1 Qin prophage; protein YnfR	0%	0:No	No		
YP_009518790.1 Qin prophage; protein YnfQ	0%	0:No	No		
YP_009518791.1 Qin prophage; protein YnfS	0%	0:No	No		
YP_009518792.1 Qin prophage; uncharacterized protein YdfW	0%	0:No	No		
YP_009518793.1 Qin prophage; uncharacterized protein YdfX	0%	0:No	No		
YP_009518795.1 protein YoaL	0%	0:No	No		
YP_009518796.1 protein YecU	0%	1:Yes	No		
YP_009518798.1 CP4-44 prophage; putative uncharacterized protein YoeF	0%	0:No	No		YlqF_related_GTPase superfamily:8.81075e-56:[]:[]
YP_009518799.1 putative protein YehF	0%	0:No	No	PS51977:17.797:[]:['transfer']	WGR:9.16559e-31:[]:[]
YP_009518800.1 SWIM zinc finger domains-containing protein YehQ	0%	0:No	No	PS50966:9.087:[]:[]; PS50966:8.221:[]:[]	Ntn_hydrolase superfamily:0.00683557:[]:[]
YP_009518801.1 uncharacterized protein YojO	0%	0:No	No		
YP_009518802.1 protein YpaB	0%	0:No	No		
YP_009518803.1 CPS-53 (KpLE1) prophage; putative methyltransferase	0%	0:No	No		Dam superfamily:1.68692e-36:[]:[]
YP_009518804.1 CPS-53 (KpLE1) prophage; putative defective phage replication protein O	0%	0:No	No		
YP_009518805.1 CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ	0%	0:No	No		
YP_009518806.1 rpoE leader peptide	0%	0:No	No		leader_RseD:4.01622e-07:[]:[]
YP_009518807.1 CP4-57 prophage; ArsC family protein YfjU	0%	0:No	No	PS51353:10.923:[]:[]	Thioredoxin_like superfamily:2.84996e-30:[]:[]
YP_009518808.1 DUF5508 domain-containing protein YpjB	0%	0:No	No		DUF5508 superfamily:0.0:[]:[]
YP_009518809.1 DUF5507 domain-containing protein YpjC	0%	0:No	No		DUF5507:1.72808e-108:[]:[]
YP_009518810.1 hypothetical protein b4610	0%	0:No	No		
YP_009518811.1 protein YgeQ	0%	0:No	No	PS51257:6.0:['transport']:[]	Glyco_hydro_15 superfamily:0.000361456:[]:[]
YP_009518812.1 protein YqfH	0%	0:No	No		
YP_009518813.1 protein YqfI	0%	0:No	No		
YP_009518814.1 DUF2684 domain-containing protein YqgD	0%	1:Yes	No		
YP_009518815.1 putative DNA-binding transcriptional regulator YghO	0%	0:No	No		
YP_009518816.1 protein YqhI	0%	0:No	No		
YP_009518817.1 putative protein YgiA	0%	0:No	No		
YP_009518818.1 protein YqiD	0%	0:No	No		DUF4051:4.61964e-19:[]:[]
YP_009518819.1 putative uncharacterized protein YzgL	0%	2:Yes	No		
YP_009518820.1 uncharacterized protein YrhD	0%	0:No	No		
YP_009518821.1 PF15596 family protein YibV	0%	0:No	No		Imm57:3.22463e-59:[]:[]
YP_009518823.1 putative inactive phospho-glucosidase	0%	1:Yes	No		NADB_Rossmann superfamily:4.08853e-143:[]:[]
YP_009518824.1 putative PTS enzyme II component GlvB	0%	1:Yes	No	PS51098:23.128:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK09702 superfamily:1.71375e-118:[]:[]
YP_009518826.1 protein YsdD	0%	0:No	No		
YP_009518827.1 rho operon leader peptide	0%	0:No	No		PRK09979 superfamily:3.86184e-07:[]:[]
YP_009518828.1 protein YzcX	0%	0:No	No		PRK09807:3.65916e-105:[]:[]
YP_009518829.1 putative YjfA	0%	0:No	No		PRK09719:7.17637e-52:[]:[]
YP_009518830.1 protein YtiC	0%	0:No	No		
YP_009518832.1 iraD leader peptide	0%	0:No	No		
YP_009518833.1 uncharacterized protein YtiA	0%	0:No	No		DUF3343:7.10027e-14:[]:[]
YP_009518834.1 putative uncharacterized protein YjiT	0%	0:No	No		NAT_SF superfamily:0.000150774:[]:['transfer', 'transferase']
YP_025292.1 protein HokC	0%	0:No	No		HOK_GEF:2.45914e-12:[]:[]
YP_025294.2 acetolactate synthase/acetohydroxybutanoate synthase, catalytic subunit	0%	0:No	No		PRK07979:0.0:[]:[]
YP_025295.1 protein HokE	0%	1:Yes	No		HOK_GEF:8.8552e-10:[]:[]
YP_025297.1 small toxic polypeptide LdrA	0%	0:No	No		Ldr_toxin superfamily:8.10738e-12:[]:[]
YP_025298.1 small toxic polypeptide LdrB	0%	0:No	No		Ldr_toxin superfamily:5.13977e-13:[]:[]
YP_025299.1 small toxic polypeptide LdrC	0%	0:No	No		Ldr_toxin superfamily:8.10738e-12:[]:[]
YP_025300.1 murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD	0%	0:No	No	PS50893:22.596:['transport', 'channel', 'import', 'export']:[]	oppD:0.0:[]:[]
YP_025301.1 toxin HokB	0%	1:Yes	No		PRK09738:5.96324e-21:[]:[]
YP_025302.1 tagaturonate reductase	0%	0:No	No		PRK03643:0.0:[]:[]
YP_025305.1 putative oxidoreductase	0%	0:No	No		YdhF:0.0:[]:[]
YP_025308.1 catalase II	0%	0:No	No	PS51402:73.317:[]:['enzyme']	katE:0.0:[]:[]
YP_025309.2 protein CutC	0%	0:No	No		PRK11572:0.0:[]:[]
YP_025310.1 putative SOS response-associated peptidase YedK	0%	0:No	No		PRK09951:1.64742e-174:[]:[]
YP_026161.1 RNA chaperone ProQ	0%	0:No	No		PRK04950:8.34975e-131:[]:[]
YP_026163.2 CP4-44 prophage; IS2 insertion element repressor InsA	0%	0:No	No		PRK09413:2.71681e-72:[]:[]
YP_026169.1 cysteine desulfurase	0%	0:No	No		PRK14012:0.0:[]:[]
YP_026170.1 phosphoribosylformylglycinamide synthetase	0%	0:No	No	PS51273:12.109:[]:['transfer', 'enzyme']	PRK05297:0.0:[]:[]
YP_026172.1 DNA repair protein RecN	0%	0:No	No		PRK10869:0.0:[]:[]
YP_026173.1 CP4-57 prophage; putative GTP-binding protein YfjP	0%	0:No	No		YeeP:3.33233e-143:[]:[]
YP_026183.1 putative FAD-containing dehydrogenase	0%	0:No	No	PS51387:18.798:[]:['transfer']	GlcD:1.5068e-87:[]:[]
YP_026185.1 putative carbamoyltransferase YgeW	0%	0:No	No		PRK07200:0.0:[]:[]
YP_026187.1 putative zinc-binding dehydrogenase YggP	0%	0:No	No		sorbose_phosphate_red:0.0:[]:[]
YP_026188.1 transketolase 1	0%	0:No	No		PRK12753:0.0:[]:[]
YP_026189.1 putative lipoprotein YghJ	0%	0:No	No	PS51257:7.0:['transport']:[]; PS51723:68.083:[]:[]	SslE_AcfD_Zn_LP:0.0:[]:[]
YP_026190.1 glycolate dehydrogenase, putative iron-sulfur subunit	0%	0:No	No	PS51379:7.727:[]:['transfer', 'enzyme']; PS51379:7.408:[]:['transfer', 'enzyme']	glcF:0.0:[]:[]
YP_026191.1 glycolate dehydrogenase, putative FAD-binding subunit	0%	0:No	No	PS51387:15.203:[]:['transfer']	glcE:0.0:[]:[]
YP_026195.1 DUF3828 domain-containing protein YqhG	0%	0:No	No		DUF3828:3.87109e-40:[]:[]
YP_026196.1 radical SAM superfamily protein YgiQ	0%	0:No	No	PS51918:17.531:[]:[]	PRK01254:0.0:[]:[]
YP_026197.1 DNA-binding transcriptional repressor YgiV	0%	0:No	No		SbmC:6.17431e-76:[]:[]
YP_026199.1 evolved beta-D-galactosidase subunit alpha	0%	0:No	No		ebgA:0.0:[]:[]
YP_026205.1 2-ketobutyrate formate-lyase/pyruvate formate-lyase 4	0%	0:No	No	PS51554:136.217:[]:[]; PS51149:37.599:[]:['enzyme']	PFL1:0.0:[]:[]
YP_026210.1 putative DNA topoisomerase	0%	0:No	No		YrdD:9.95476e-37:[]:[]; PRK06599 superfamily:4.672e-33:[]:[]
YP_026213.1 fructoselysine 3-epimerase	0%	0:No	No		PRK09856:0.0:[]:[]
YP_026214.1 putative DNA-binding transcriptional regulator YhfZ	0%	0:No	No		YhfZ_C:2.71797e-120:[]:[]; HTH superfamily:2.72339e-18:[]:[]
YP_026215.2 shikimate kinase 1	0%	0:No	No		aroK:1.22326e-128:[]:[]
YP_026216.2 transcription elongation factor GreB	0%	0:No	No		greB:1.11012e-111:[]:[]
YP_026218.1 maltodextrin phosphorylase	0%	0:No	No		PRK14985:0.0:[]:[]
YP_026223.1 branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein	0%	0:No	No		PRK15404:0.0:[]:[]
YP_026224.1 rhs element protein RhsB	0%	0:No	No		RhsA:1.31692e-173:[]:[]; RhsA superfamily:1.16369e-12:[]:[]; PAAR_like superfamily:7.99343e-08:[]:[]
YP_026227.1 small toxic polypeptide LdrD	0%	0:No	No		Ldr_toxin:6.72943e-14:[]:[]
YP_026229.1 small toxic polypeptide	0%	0:No	No		HOK_GEF superfamily:4.70274e-25:[]:[]
YP_026230.1 putative glycoside hydrolase Bax	0%	0:No	No		PRK10356:0.0:[]:[]
YP_026231.1 valine--pyruvate aminotransferase	0%	0:No	No		avtA:0.0:[]:[]
YP_026237.1 D-galactonate dehydratase	0%	0:No	No		PRK14017:0.0:[]:[]
YP_026239.1 putative DNA-binding transcriptional regulator DgoR	0%	0:No	No	PS50949:19.676:['transport', 'import']:['transfer']	FadR:1.48723e-74:[]:[]
YP_026241.1 DNA gyrase subunit B	0%	0:No	No	PS50880:21.747:[]:[]	gyrB:0.0:[]:[]
YP_026242.1 putative glucosamine-6-phosphate deaminase YieK	0%	0:No	No		PRK12358:1.40789e-156:[]:[]
YP_026243.1 protein ViaA	0%	0:No	No		yieM:0.0:[]:[]
YP_026245.1 putative transcriptional regulator YieP	0%	0:No	No	PS50949:21.856:['transport', 'import']:['transfer']	FadR:1.30664e-73:[]:[]
